15	f˸24ساعت§n-12634	f˸مثال	f˸"در شبانه روز باید6 بار قطره ها را در چشمهایت به فاصله ی 4 ساعت بچکانید"
178	f˸آب سفید§n-19372	f˸تعریف	f˸"بیماری ناشی از تارشدن عدسی یا قرنیه‌ی چشم که مانع از عبور آزادانه نور به شبکیه می‌شود و بینایی را مختل می‌کند"
42612	f˸دسته§n-11716	f˸تعریف	f˸"جمعیتی از جانوران که در یک جا جمع شوند و با هم زندگی کنند"	
42733	f˸دستگاه تنفسی§n-22512	f˸مرتبط با	f˸جانور§n-12239	
43276	f˸دل§n-11297	f˸تعریف	f˸"بخشی از تنه ی جانوران بین سینه و لگن که معده , روده, کبد , طحال و کلیه در درون آن است"	
43440	f˸دلفین§n-20839	f˸تعریف	f˸"جانور پستاندار آبزی از تیره‌ی دلفینها که خوب و دست ‌آموز می‌شوند و معمولاً ماهیها تغذیه می‌کنند"	
43654	f˸دم§n-14278	f˸مرتبط با	f˸جانور§n-12239	
44563	f˸دوزیست§a-940	f˸تعریف	f˸"ویژگی جانوری که قادر است در آب و نیز خشکی زندگی کند"	
44933	f˸دکستروز§n-25360	f˸تعریف	f˸"هیدرات کربن تک قندی سازای بیشتر مایعات بدن جانوران و گیاهان که از هیدرولیز نشاسته، نیشکر و گلوکزیدها حاصل می شود"	
45176	f˸دیرینه شناسی§n-22072	f˸تعریف	f˸"بررسی علمی سنگواره‌ها از نظر شناخت زندگی و مطالعه‌ی جانوران و گیاهان در گذشته"	
45494	f˸ذبح§n-20568	f˸تعریف	f˸"عمل یا فرایند سر بریدن، به ویژه بریدن سر جانوران برای بهره گیری از گوشتشان"	
46017	f˸راسو§n-20418	f˸تعریف	f˸"جانور پستاندار از تیره‌ی راسوسانان دارای پوست خزدار نرم و با دوام"	
46392	f˸راکن§n-19271	f˸مثال	f˸"راکون‌ها بومی آمریکای شمالی هستند اما به دلایل قاچاق و انتقال عمدی این جانوران، امروزه آنان در آسیا و خاورمیانه و اروپا نیز دیده می شوند"	
46393	f˸راکن§n-19271	f˸تعریف	f˸"جانور کوچک پستاندار با نوار سیاهی بر روی بینی و دمی با نقش حلقه‌حلقه که همه‌چیزخوار است و زود دست‌آموز می شود و از خز ان برای لباس استفاده می‌شود"	
46566	f˸رتیل§n-20627	f˸تعریف	f˸"جانوری بندپا از راسته رتیلیان"	
46944	f˸رسته§n-10287	f˸مثال	f˸"رده و شاخه این جانور را مشخص کنید"	
46945	f˸رسته§n-10287	f˸تعریف	f˸"یکی از گروههایی که در رده بندی گیاهان و جانوران به کار می رود و پس از شاخه قرار دارد"	
50603	f˸ریزجاندار§n-20257	f˸تعریف	f˸"جانوران کوچک و میکروسکوپی"	
50844	f˸زائده§n-11287	f˸تعریف	f˸"برجستگی یا پیش آمدگی طبیعی یا غیر طبیعی در اندامی از جانوران یا گیاهان را گویند"	
50965	f˸زالو§n-20472	f˸تعریف	f˸"کرم حلقوی از رده ی زالوها با بدن استوانه‌ای یا پهن و بندبند و دارای بادکش در هر دو انتهای بدن، بیشتر آبزی و برخی انگل دایمی انسان، جانوران و نرمتنان"	
51044	f˸زایاگان§n-11718	f˸تعریف	f˸"همه ی حیات گیاهی و جانوری یک منطقه ی خاص"	
51483	f˸زدن§v-9436	f˸تعریف	f˸"فرو کردن نیش توسط جانوران گزنده در بدن موجود زنده دیگر و بی حس کردن و یا مکیدن خون آن موجود"	
51517	f˸زرافه§n-20419	f˸تعریف	f˸"جانور پستاندار از تیره‌ی زرافگان که بلندی قامتش از سم تا نوک شاخ به 6 متر می رسد، از برگ درختان تغذیه می‌کند و نوشخوار کننده است"	
52456	f˸زنده زا§a-887	f˸تعریف	f˸"ویژگی جانوری که از طریق رشد کامل جنین در بدن و سپس تولد آن به صورت زنده تولید مثل می کند"	
53062	f˸زیرشاخه§n-13235	f˸تعریف	f˸"گروهی از گیاهان یا جانوران که در رده بندی پایین تر از شاخه قرار می گیرند"	
54281	f˸سانتریول§n-25951	f˸تعریف	f˸"اندامک میله‌ای شکل پروتوپلاسمی که در نزدیکی هسته ی بیشتر یاخته‌های جانوران و گیاهان پست وجود دارد، مرکز سانتروزوم را تشکیل می‌دهد"	
54733	f˸سبلت§n-21275	f˸تعریف	f˸"مویی که بر بالای لب و زیر بینی مردان و همچنین برخی جانوران می روید"	
54832	f˸ستاره دریایی§n-21097	f˸تعریف	f˸"جانور آبزی از رده ی ستاره وشان معمولاً با پنج بازوی شعاعی در اطراف بدنی گرد که از بیشتر نرمتنان تغذیه می کند"	
55001	f˸ستور§n-25845	f˸ISA	f˸جانور§n-12239	
55173	f˸سخت پوست§a-977	f˸مثال	f˸"میگو جانوری سخت پوست است"	
55174	f˸سخت پوست§a-977	f˸تعریف	f˸"ویژگی جانوری که پوستش سخت و مقاوم است"	
55176	f˸سخت پوستان§n-10792	f˸مرتبط با	f˸جانور§n-12239	
56503	f˸سروال§n-21618	f˸تعریف	f˸"جانور پستاندار گربه‌سان، گونه‌ای سیاهگوش آفریقایی دارای پاها و گوشهای بلند و دم کوتاه و جثه‌ی باریکتر از سیاهگوش"	
57299	f˸سقنقور§n-21101	f˸تعریف	f˸"جانور خزنده‌ی زنده‌زا ویژه‌ی نواحی گرم از راسته ی سوسماران، با دست و پا یا انگشتان تحلیل رفته، پرزهای ظریف در نوک زبان و نوارهای تیره رنگ در ناحیه‌ی شکم"	
57315	f˸سل§n-20619	f˸تعریف	f˸"@پزشکی@ بیماری مزمن عفونی در انسان یا جانوران که عامل آن باسیل کخ است"	
57426	f˸سلطان جنگل§n-14009	f˸تعریف	f˸"جانور پستاندار گوشت خوار بزرگ از گربه سانان، با پشم کوتاه زرد تا خرمایی که جنس نر آن در اطراف سر و گردن یال سیاه یا خرمایی دارد"	
57720	f˸سمندر§n-21493	f˸تعریف	f˸"از بزرگترین جانوران دوزیست با بدن دراز و باریک، دم بلند و پاهای کوتاه و پرده دار برای شنا کردن، این حشرات پوست ازجی دارند و از کرم و حشرات تغذیه می‌کنند"	
57736	f˸سمور§n-20595	f˸تعریف	f˸"جانور پستاندار گوشتخوار از تیره‌ی راسوسانان، دارای خز نرم و پرپشت معمولاً خرمایی، سیاه یا خاکستری"	
57764	f˸سمپاشی§n-25979	f˸تعریف	f˸"عمل یا فرایند پاشیدن مواد سمی برای از بین بردن جانوران موذی"	
57934	f˸سنجاب پرنده§n-20606	f˸تعریف	f˸"جانور پستاندار جونده‌ی درختی و شبگرد از تیره‌ی سنجابها که با استفاده از غشاهای پهنی که اطراف بدنش است و مانند چتر نجات باز می‌شود، از بلندیها فرود می‌آید"	
57939	f˸سنجاب§n-20608	f˸تعریف	f˸"جانور پستاندار کوچک و جونده از تیره‌ی سنجابها، دارای موی نرم و انبوه و دم پشمالو که معمولاً درخت نشین و روزگرد"	
59626	f˸سیامانگا§n-22344	f˸تعریف	f˸"جانور پستاندار درختزی و همه‌چیزخوار از بالا تیره‌ی آدم نمایان، با بدن کشیده، دست و پای بلند و صدای قوی"	
59718	f˸سیاهگوش§n-21188	f˸تعریف	f˸"جانور پستاندار شکاری از تیره ی گربه‌سانان، دارای پاهای دراز، دم کوتاه، گوش منگوله‌ای و پوست قهوه‌ای و تمایزش با سایر پستانداران این است که 28 دندان دارد"	
60575	f˸شامپانزه§n-26002	f˸تعریف	f˸"جانور پستاندار درختزی، از بالا تیره‌ی آدم نمایان، بومی آفریقای استوایی، دارای جثه‌ی کوچکتر و ضعیفتر و گوشهای بزرگتر از گوریل"	
60855	f˸شب پره§n-20518	f˸ISA	f˸جانور§n-12239	
60857	f˸شب پره§n-20518	f˸تعریف	f˸"نام عمومی هر یک از جانوران راسته خفاشان که شب پرواز، زمستان خواب و بچه زا هستند؛ به صورت گله های بزرگ روی شاخه های درختها یا در شکاف صخره ها و داخل غارها زندگی می کنند. برخی میوه خوار و برخی حشره خوارند"	
61055	f˸شتر§n-18985	f˸ISA	f˸جانور§n-12239	
61095	f˸شخ§n-10775	f˸تعریف	f˸"برآمدگی استخوانی سخت و نوک تیز و معمولاً دراز و انحنادار روی سر بعضی جانوران مانند گاو و گوزن که اغلب برای حمله و دفاع استفاده می کنند"	
61873	f˸شفیره§n-12731	f˸ISA	f˸جانور§n-12239	
62358	f˸شنگ§n-24572	f˸ISA	f˸جانور§n-12239	
64736	f˸شکار§n-10795	f˸ISA	f˸جانور§n-12239	
64743	f˸شکارچی§a-17252	f˸تعریف	f˸"ویژگی آن که یا آنچه می کوشد جانوری را شکار کند"	
65358	f˸شیرده§a-850	f˸تعریف	f˸"ویژگی زن یا جانور ماده ای که در پستانش شیر تولید می کند"	
65402	f˸شیرکوهی§n-19386	f˸تعریف	f˸"جانور پستاندار از تیره‌ی گربه‌سانان و گوشتخواران، بومی آمریکا، با پوست خرمایی تیره و قهوه‌ای، با جیغ مانند با توله‌های خط‌دار یا خال‌دار"	
66375	f˸صدف دریایی§n-10791	f˸تعریف	f˸"صدف جانوران دریایی"	
66384	f˸صدف§n-10788	f˸تعریف	f˸"پوشش سخت و معمولاً آهکی بعضی از جانوران"	
66386	f˸صدف§n-25268	f˸ISA	f˸جانور§n-12239	
66388	f˸صدف§n-25268	f˸تعریف	f˸"نوعی جانور دریایی که دارای پوشش سخت دوقسمتی است"	
67081	f˸صید§n-10796	f˸ISA	f˸جانور§n-12239	
69698	f˸عصب مغزی§n-25277	f˸مرتبط با	f˸جانور§n-12239	
69829	f˸عضو حرکتی§n-12969	f˸مثال	f˸"عضو حرکتی این جانور مژکهای ریزی است"	
69830	f˸عضو حرکتی§n-12969	f˸تعریف	f˸"اندامی از بدن جانوران که در حرکت نقش دارد"	
70204	f˸علف خوار§a-852	f˸تعریف	f˸"ویژگی جانوری که از علف و گیاه تغذیه می کند"	
70207	f˸علف خواران§n-10774	f˸ISA	f˸جانور§n-12239	
70209	f˸علف خواران§n-10774	f˸تعریف	f˸"گروهی از جانوران که برای تامین مواد غذایی مورد نیاز خود از مواد گیاهی تغذیه می کنند"	
70243	f˸علفچر§n-20421	f˸تعریف	f˸"زمین دارای آب و علف و مناسب برای چرای جانوران علف خوار"	
70547	f˸عمل جنسی§n-13254	f˸مثال	f˸"فعالیت جنسی این جانوران در فصل بهار و همزمان با رویش گیاهان آغاز می‌شود"	
70837	f˸عنکبوتیان§n-10784	f˸تعریف	f˸"دسته ای از بندپایان شامل عنکبو تها, کنه ها و عقرب ها و مانند آنها که بیشتر خاکزی و در نواحی گرم و خشک فراوان ترند, تعدادی تار می تنندو تعداد دیگری چنگالها و سوزنهای سمی دارند و تعداد دیگری انگل انسان و جانوران دیگر هستند"	
71154	f˸غاز§n-16525	f˸ISA	f˸جانور§n-12239	
71255	f˸غایط§n-16018	f˸تعریف	f˸"پس افکنده ی جانوران"	
71724	f˸غزال§n-16169	f˸ISA	f˸جانور§n-12239	
72150	f˸غوک§n-14184	f˸تعریف	f˸"جانوری بی دم و جهنده از گروه دوزیستان با پوست نرم و نمناک که معمولاً سبز یا خرمایی رنگ است"	
75449	f˸فوت نمودن§v-9406	f˸تعریف	f˸"از بین رفتن آثار حیاتی در موجود زنده که در جانوران عالی به دنبال توقف قلب و وقفه در عمل تنفس انجام می گیرد"	
75902	f˸فیل‌ماهی§n-19413	f˸ISA	f˸جانور§n-12239	
76225	f˸قاطر§n-16523	f˸ISA	f˸جانور§n-12239	
76295	f˸قاقم§n-16539	f˸ISA	f˸جانور§n-12239	
76297	f˸قاقم§n-16539	f˸تعریف	f˸"جانور کوچکی است شبیه سنجاب، جانوران کوچک را شکار می کند، پوستش نرم و سفید و گرانبهاتر از پوست سنجاب است"	
76297	f˸قاقم§n-16539	f˸تعریف	f˸"جانور کوچکی است شبیه سنجاب، جانوران کوچک را شکار می کند، پوستش نرم و سفید و گرانبهاتر از پوست سنجاب است"	
77361	f˸قضاگردان§a-17376	f˸مثال	f˸"از نظر آن زن خرافاتی، دیدن برخی جانوران در آغاز صبح قضاگردان است"	
